연도,시군구명,법정동명,법정동,법정동코드,0_3m_최다지층_경암층,0_3m_최다지층_기타,0_3m_최다지층_매립토층,0_3m_최다지층_붕적토층,0_3m_최다지층_전답토층,0_3m_최다지층_퇴적토층,0_3m_최다지층_풍화암층,0_3m_최다지층_풍화토층,3_10m_최다지층_기타,3_10m_최다지층_매립토층,3_10m_최다지층_붕적토층,3_10m_최다지층_연암층,3_10m_최다지층_퇴적토층,3_10m_최다지층_풍화암층,3_10m_최다지층_풍화토층,10_20m_최다지층_경암층,10_20m_최다지층_연암층,10_20m_최다지층_퇴적토층,10_20m_최다지층_풍화암층,10_20m_최다지층_풍화토층,20_30m_최다지층_경암층,20_30m_최다지층_연암층,20_30m_최다지층_풍화암층,20_30m_최다지층_풍화토층,30m이하_최다지층_경암층,30m이하_최다지층_연암층,30m이하_최다지층_풍화암층,30m이하_최다지층_풍화토층,전체_우세지층_경암층,전체_우세지층_기타,전체_우세지층_매립토층,전체_우세지층_붕적토층,전체_우세지층_연암층,전체_우세지층_전답토층,전체_우세지층_퇴적토층,전체_우세지층_풍화암층,전체_우세지층_풍화토층,평균 침수심,평균 침수면적,평균 침수위,평균 침수시간,침수여부,공사횟수,평균굴착용적,평균굴착면적,평균최대굴착깊이,시설용량,처리구역면적_합류식,처리구역면적_분류식,하수관로_총시설연장,하수관로_지선합류식,하수관로_지선분류식,용량_대_면적,지선_합류_대_분류,지하철역_개수,싱크홀 발생 여부
2024,종로구,체부동,종로구_체부동,1111011200,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2025,종로구,체부동,종로구_체부동,1111011200,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2018,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2019,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2020,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2021,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,17.43,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2022,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,17.43,2450000.0,14.1,1.0,364544.4,320589.26,18494.43,162251.65562913907,0.9454576243404688,0,0
2023,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,17.43,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2024,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2025,종로구,충신동,종로구_충신동,1111016700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2018,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2019,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2020,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2021,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2022,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364544.4,320589.26,18494.43,162251.65562913907,0.9454576243404688,0,0
2023,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2024,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2025,종로구,통의동,종로구_통의동,1111010600,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2018,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2019,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2020,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2021,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2022,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364544.4,320589.26,18494.43,162251.65562913907,0.9454576243404688,0,0
2023,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2024,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2025,종로구,통인동,종로구_통인동,1111010800,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2018,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2019,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2020,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2021,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,0,0
2022,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364544.4,320589.26,18494.43,162251.65562913907,0.9454576243404688,0,0
2023,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2024,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2025,종로구,팔판동,종로구_팔판동,1111013900,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,363920.14,320904.68,17554.76,162251.65562913907,0.9481333420630844,0,0
2018,종로구,평동,종로구_평동,1111017700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,1,0
2019,종로구,평동,종로구_평동,1111017700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,1,0
2020,종로구,평동,종로구_평동,1111017700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,1,0
2021,종로구,평동,종로구_평동,1111017700,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,2450000.0,14.1,1.0,364119.196,320107.667,18550.829,162251.65562913907,0.9452226085596268,1,0
